LYLTY_CARD_NBR,stores,purchases,products,mean_of_products,mean_of_sales,min_of_size,max_of_size,brands,lifestage,min_of_days_difference,max_of_days_difference,type_of_customer,Cluster_KMeans
19053,1,4,4,2.0,7.05,110,175,3,6,250.0,291.0,2.0,2
19054,1,3,3,1.3333333333333333,5.933333333333334,170,270,3,3,70.0,130.0,2.0,4
19055,1,3,3,1.3333333333333333,7.1000000000000005,175,300,2,1,15.0,268.0,3.0,1
19056,1,4,4,2.0,8.8,110,380,4,7,139.0,359.0,1.0,3
19057,1,6,6,2.0,8.366666666666667,134,380,4,6,142.0,236.0,2.0,0
19058,1,2,2,2.0,8.0,170,210,2,4,262.0,353.0,2.0,2
19059,1,3,3,2.0,8.533333333333333,110,175,3,4,120.0,166.0,3.0,2
19060,1,4,4,2.0,7.85,110,175,4,5,33.0,335.0,1.0,3
19061,1,2,2,2.0,7.7,170,175,2,1,66.0,154.0,3.0,1
19062,1,4,4,2.0,8.95,110,330,4,1,14.0,193.0,1.0,4
19063,1,5,5,1.6,6.92,134,170,3,1,22.0,286.0,3.0,1
19064,1,3,2,2.0,8.133333333333333,110,165,2,1,70.0,169.0,3.0,1
19065,1,4,3,2.0,10.95,150,380,3,4,33.0,289.0,2.0,0
19066,1,2,2,2.0,9.2,110,175,2,5,8.0,16.0,3.0,2
19067,1,3,3,1.3333333333333333,7.133333333333333,150,330,2,5,48.0,317.0,2.0,0
19068,1,3,3,2.0,8.066666666666666,110,150,3,1,136.0,357.0,1.0,4
19069,1,2,2,2.0,7.1,110,175,2,1,51.0,59.0,3.0,1
19070,1,7,7,1.7142857142857142,6.971428571428571,110,270,6,5,76.0,347.0,1.0,3
19071,1,2,2,2.0,7.1,110,175,2,1,22.0,308.0,1.0,4
19072,1,3,3,2.0,8.8,134,380,3,4,139.0,250.0,3.0,0
19073,1,2,2,1.0,4.7,134,330,2,7,28.0,55.0,1.0,3
19074,1,3,3,2.0,7.666666666666667,110,175,3,7,132.0,269.0,3.0,2
19075,1,4,4,1.5,5.6,110,270,4,1,30.0,300.0,3.0,1
19076,1,5,5,2.0,9.440000000000001,110,380,5,5,170.0,287.0,2.0,0
19077,1,5,5,1.8,7.340000000000001,134,175,3,1,27.0,294.0,3.0,1
19078,1,6,6,1.6666666666666667,8.133333333333333,150,380,5,5,18.0,306.0,1.0,3
19079,1,3,2,2.0,9.266666666666667,134,380,2,6,163.0,183.0,2.0,0
19080,1,5,5,1.4,6.540000000000001,110,330,4,7,42.0,351.0,1.0,3
19081,1,7,7,2.0,9.4,110,330,5,6,55.0,342.0,1.0,3
19082,1,3,3,1.6666666666666667,8.366666666666667,150,300,2,6,322.0,351.0,3.0,2
19083,1,3,3,2.0,9.200000000000001,110,175,2,7,35.0,211.0,3.0,2
19084,1,3,3,2.0,8.4,110,300,3,7,16.0,271.0,2.0,0
19085,1,2,2,1.5,7.95,175,300,2,4,30.0,181.0,1.0,3
19086,1,7,7,1.7142857142857142,8.142857142857142,110,330,5,7,12.0,316.0,2.0,0
19087,1,2,2,1.5,7.5,165,175,2,2,40.0,186.0,2.0,4
19089,1,4,4,1.5,7.575,135,380,2,7,7.0,324.0,3.0,0
19090,1,3,3,1.6666666666666667,8.533333333333333,175,300,3,7,146.0,333.0,2.0,0
19091,1,1,1,2.0,11.4,330,330,1,1,353.0,353.0,3.0,1
19092,1,1,1,2.0,6.6,175,175,1,6,325.0,325.0,1.0,3
19093,1,6,6,1.5,7.8999999999999995,150,380,4,5,114.0,308.0,1.0,3
19094,1,3,3,1.6666666666666667,7.766666666666667,134,175,3,2,8.0,318.0,1.0,4
19095,1,2,2,1.5,8.45,300,380,2,1,146.0,344.0,1.0,4
19096,1,2,2,1.5,6.35,110,300,2,6,10.0,293.0,2.0,0
19097,1,3,3,1.6666666666666667,7.266666666666667,110,330,3,1,90.0,299.0,2.0,4
19098,1,3,3,1.6666666666666667,7.933333333333334,110,175,2,5,50.0,121.0,2.0,2
19099,1,3,3,1.3333333333333333,6.0,150,270,3,2,91.0,343.0,2.0,4
19100,1,5,5,2.0,8.879999999999999,110,330,5,4,34.0,332.0,1.0,3
19101,1,3,3,1.6666666666666667,9.133333333333333,165,380,3,1,131.0,203.0,2.0,4
19102,1,4,4,2.0,9.9,150,175,2,7,157.0,364.0,3.0,2
19103,1,5,4,2.0,9.440000000000001,135,250,2,4,30.0,234.0,3.0,0
19104,1,3,3,2.0,8.4,110,300,3,1,37.0,292.0,3.0,1
19105,1,7,7,1.8571428571428572,8.671428571428573,110,330,6,7,51.0,322.0,2.0,0
19106,1,3,3,2.0,9.0,134,175,3,5,29.0,282.0,2.0,0
19107,1,3,3,2.0,9.733333333333333,110,380,3,1,81.0,191.0,3.0,1
19108,1,4,4,2.0,8.65,110,175,4,5,108.0,286.0,2.0,2
19109,1,1,1,2.0,9.2,150,150,1,1,250.0,250.0,2.0,4
19110,1,2,2,1.5,7.6000000000000005,175,175,2,5,59.0,339.0,3.0,2
19111,1,3,3,1.6666666666666667,7.033333333333334,110,300,3,6,23.0,215.0,1.0,3
19112,1,3,3,1.6666666666666667,7.300000000000001,134,330,3,5,1.0,252.0,1.0,3
19113,1,3,3,1.3333333333333333,5.233333333333333,150,175,3,4,78.0,225.0,1.0,3
19114,1,1,1,1.0,4.6,150,150,1,7,43.0,43.0,1.0,3
19115,1,5,5,1.6,8.68,150,380,4,7,53.0,342.0,3.0,0
19116,1,3,4,1.5,6.25,134,175,4,7,49.0,308.0,3.0,0
19117,1,3,3,1.3333333333333333,6.166666666666667,150,300,3,2,178.0,245.0,2.0,4
19118,1,3,3,1.6666666666666667,8.633333333333333,150,380,3,7,117.0,276.0,2.0,0
19119,1,4,4,1.5,6.725,150,380,3,1,4.0,315.0,1.0,4
19120,1,4,4,1.5,6.800000000000001,110,380,4,7,111.0,246.0,1.0,3
19121,1,4,4,1.5,6.625,110,175,4,1,110.0,352.0,2.0,4
19122,1,5,5,1.2,5.6,110,330,3,2,46.0,361.0,1.0,4
19123,1,3,3,1.6666666666666667,7.266666666666667,150,170,3,5,232.0,306.0,2.0,2
19124,1,2,2,2.0,10.8,175,175,1,7,257.0,284.0,3.0,2
19125,1,2,2,2.0,10.3,175,380,2,1,283.0,336.0,3.0,1
19126,1,6,5,1.8333333333333333,7.733333333333333,110,175,5,1,16.0,359.0,3.0,1
19127,1,5,4,1.8,7.32,110,250,4,5,26.0,336.0,1.0,3
19128,1,2,2,2.0,8.1,110,250,2,5,208.0,299.0,2.0,2
19129,1,2,2,2.0,8.2,110,175,2,2,75.0,306.0,1.0,4
19130,1,5,5,1.6,6.82,134,210,4,5,112.0,332.0,3.0,0
19131,1,2,2,1.5,6.0,134,150,2,6,32.0,160.0,3.0,2
19132,1,1,1,1.0,3.8,110,110,1,6,334.0,334.0,3.0,2
19133,1,5,5,2.0,9.32,110,300,4,5,20.0,355.0,1.0,3
19134,1,1,1,2.0,11.8,380,380,1,1,146.0,146.0,3.0,1
19135,1,5,5,2.0,8.76,110,330,5,7,11.0,189.0,3.0,0
19136,1,3,3,1.6666666666666667,8.066666666666666,135,175,1,7,136.0,204.0,1.0,3
19137,1,3,3,2.0,9.200000000000001,175,380,3,2,51.0,333.0,3.0,1
19138,1,1,1,2.0,10.2,300,300,1,6,243.0,243.0,2.0,2
19139,1,4,4,1.5,6.3500000000000005,150,175,2,1,43.0,343.0,3.0,1
19140,1,2,2,1.5,6.65,110,330,2,5,174.0,193.0,3.0,2
19141,1,5,5,1.8,8.9,150,300,3,7,32.0,303.0,3.0,0
19142,1,2,2,2.0,9.7,270,300,2,4,153.0,175.0,1.0,3
19143,1,2,2,2.0,9.0,150,175,2,1,288.0,348.0,3.0,1
19144,1,4,4,2.0,7.8999999999999995,110,270,4,1,154.0,238.0,3.0,1
19145,1,2,2,2.0,9.0,175,330,2,6,198.0,226.0,3.0,2
19146,1,6,6,2.0,8.833333333333334,110,210,4,5,51.0,286.0,3.0,0
19147,1,5,5,1.8,8.4,110,175,3,7,84.0,364.0,3.0,0
19148,1,2,2,2.0,8.3,134,150,2,5,224.0,310.0,2.0,2
19149,1,4,4,2.0,9.35,134,330,4,4,30.0,356.0,2.0,0
19150,1,4,4,2.0,8.15,110,175,3,6,80.0,335.0,2.0,0
19151,1,5,4,1.8,8.14,110,380,4,7,41.0,341.0,2.0,0
19152,1,3,3,1.3333333333333333,5.433333333333334,110,175,3,1,269.0,348.0,3.0,1
19153,1,5,5,2.0,10.040000000000001,135,380,3,5,120.0,286.0,3.0,0
19154,1,1,1,2.0,9.2,150,150,1,1,178.0,178.0,3.0,1
19155,1,3,3,1.3333333333333333,5.699999999999999,150,175,2,5,63.0,329.0,2.0,0
19156,1,4,4,2.0,9.0,134,330,4,5,96.0,248.0,3.0,0
19157,1,4,4,1.5,6.125,110,330,4,6,52.0,263.0,2.0,0
19158,1,4,4,2.0,8.9,135,330,3,6,102.0,341.0,2.0,0
19159,1,2,2,2.0,7.5,110,134,2,5,178.0,188.0,2.0,2
19160,1,2,2,1.0,5.95,175,380,2,3,275.0,280.0,3.0,1
19161,1,1,1,2.0,7.6,110,110,1,2,341.0,341.0,1.0,4
19162,1,1,1,1.0,4.2,165,165,1,1,3.0,3.0,3.0,1
19163,1,2,2,2.0,9.5,110,330,2,4,122.0,268.0,3.0,0
19164,1,7,7,1.7142857142857142,7.6571428571428575,110,330,6,5,50.0,348.0,2.0,0
19165,1,5,4,1.6,7.94,165,330,4,5,175.0,351.0,2.0,0
19166,1,4,4,1.5,5.8500000000000005,175,210,3,4,22.0,171.0,3.0,1
19167,1,9,9,1.6666666666666667,7.433333333333334,110,300,6,2,20.0,337.0,2.0,4
19168,1,3,3,2.0,8.066666666666668,170,175,3,2,28.0,179.0,3.0,1
19169,1,2,2,2.0,8.3,134,150,2,7,84.0,235.0,3.0,2
19170,1,3,3,1.3333333333333333,6.633333333333334,175,330,3,1,61.0,354.0,3.0,1
19171,1,2,2,2.0,8.7,175,250,2,5,219.0,323.0,2.0,2
19172,1,5,5,1.6,6.659999999999999,110,300,4,6,150.0,273.0,1.0,3
19173,1,2,2,2.0,9.7,175,250,2,5,60.0,300.0,3.0,0
19174,1,4,3,1.5,5.975,110,270,3,1,150.0,336.0,3.0,1
19175,1,1,1,1.0,5.4,175,175,1,7,125.0,125.0,3.0,2
19176,1,1,1,2.0,7.6,110,110,1,5,62.0,62.0,2.0,2
19177,1,2,2,2.0,9.3,150,175,2,6,86.0,342.0,2.0,0
19178,1,3,3,2.0,8.033333333333333,110,165,3,7,47.0,239.0,1.0,3
19179,1,1,1,1.0,3.8,110,110,1,1,216.0,216.0,3.0,1
19180,1,4,4,1.75,7.85,110,270,3,1,1.0,364.0,1.0,4
19181,1,3,3,2.0,10.066666666666666,150,300,2,1,114.0,292.0,3.0,1
19182,1,2,2,1.5,6.300000000000001,110,175,2,1,28.0,252.0,3.0,1
19183,1,1,1,1.0,4.4,170,170,1,6,33.0,33.0,1.0,3
19184,1,4,4,1.75,8.1,110,250,3,2,68.0,350.0,1.0,4
19185,1,3,3,1.3333333333333333,4.7,110,175,3,6,72.0,316.0,2.0,0
19186,1,4,4,2.75,12.65,134,380,4,3,44.0,322.0,2.0,0
19187,1,1,1,2.0,7.6,110,110,1,4,167.0,167.0,3.0,2
19188,1,2,2,3.5,14.15,150,175,2,7,264.0,316.0,2.0,2
19189,1,3,3,2.0,8.933333333333332,134,300,3,2,89.0,336.0,3.0,1
19191,1,5,3,1.6,6.279999999999999,110,170,2,5,75.0,345.0,2.0,0
19192,1,2,2,2.0,10.100000000000001,170,330,2,7,163.0,265.0,3.0,0
19193,1,1,1,2.0,8.8,170,170,1,1,225.0,225.0,1.0,4
19194,1,3,3,2.0,9.466666666666667,134,300,3,2,206.0,327.0,3.0,1
19195,1,3,3,1.6666666666666667,7.433333333333333,134,330,3,1,126.0,319.0,3.0,1
19196,1,5,5,1.8,7.840000000000001,110,175,4,5,48.0,225.0,1.0,3
19197,1,2,2,2.0,7.5,150,210,2,1,303.0,324.0,1.0,4
19198,1,3,3,1.6666666666666667,6.2,134,175,3,1,30.0,315.0,1.0,4
19200,1,3,3,2.0,10.6,134,380,2,5,49.0,107.0,3.0,0
19201,1,2,2,2.0,8.899999999999999,110,300,2,7,301.0,364.0,3.0,2
19202,1,2,2,2.0,9.8,170,175,2,4,98.0,218.0,3.0,2
19203,1,2,2,2.0,11.100000000000001,175,330,2,5,33.0,132.0,2.0,0
19204,1,1,1,1.0,3.7,134,134,1,2,220.0,220.0,2.0,4
19205,1,3,3,1.6666666666666667,7.633333333333334,134,175,2,5,285.0,364.0,3.0,2
19206,1,4,4,1.75,6.925,110,170,4,5,61.0,357.0,2.0,0
19207,1,5,5,1.6,6.94,170,380,4,5,59.0,337.0,3.0,0
19208,1,4,4,1.5,5.825,134,270,4,1,63.0,349.0,3.0,1
19209,1,6,5,1.6666666666666667,8.049999999999999,134,330,4,5,73.0,293.0,1.0,3
19210,1,1,1,2.0,7.6,110,110,1,5,93.0,93.0,2.0,2
19211,1,1,1,2.0,7.4,134,134,1,2,343.0,343.0,2.0,4
19212,1,5,5,1.8,8.440000000000001,110,175,2,1,163.0,347.0,2.0,4
19213,1,4,3,1.5,6.75,150,270,3,7,27.0,317.0,1.0,3
19214,1,3,3,1.6666666666666667,8.066666666666668,150,175,2,7,55.0,299.0,3.0,2
19215,1,1,1,2.0,8.4,165,165,1,5,271.0,271.0,1.0,3
19216,1,2,2,1.0,3.55,110,175,2,5,265.0,313.0,3.0,2
19217,1,5,5,1.6,6.58,110,300,5,1,24.0,322.0,3.0,1
19218,1,2,2,1.5,5.4,165,175,2,6,100.0,277.0,2.0,2
19219,1,5,5,1.8,6.859999999999999,134,270,3,1,14.0,190.0,3.0,1
19220,1,5,5,1.8,8.64,150,330,4,5,25.0,346.0,2.0,0
19221,1,3,3,1.6666666666666667,7.233333333333333,134,300,3,1,161.0,304.0,3.0,1
19222,1,3,3,1.6666666666666667,7.8999999999999995,150,330,3,1,164.0,200.0,3.0,1
19223,1,3,3,1.6666666666666667,6.8,110,150,3,7,121.0,315.0,3.0,2
19224,1,3,3,1.6666666666666667,8.533333333333333,150,300,2,1,142.0,193.0,3.0,1
19226,1,2,2,1.5,5.15,134,175,2,2,254.0,294.0,1.0,4
19227,1,4,5,1.6,7.159999999999999,150,175,2,5,7.0,275.0,2.0,0
19228,1,3,3,1.3333333333333333,5.866666666666667,150,170,3,1,102.0,357.0,1.0,4
19229,1,6,4,2.3333333333333335,10.066666666666666,110,300,4,2,40.0,322.0,1.0,4
19230,1,5,5,1.4,6.92,165,175,4,7,145.0,319.0,1.0,3
19231,1,1,1,2.0,9.2,270,270,1,2,23.0,23.0,2.0,4
19232,1,2,2,1.5,6.1,110,270,2,5,43.0,165.0,3.0,2
19233,1,2,2,2.0,10.0,150,175,1,6,253.0,262.0,3.0,2
19234,1,1,1,2.0,7.8,150,150,1,4,2.0,2.0,2.0,2
19235,1,3,3,2.0,9.466666666666667,150,175,2,2,159.0,293.0,2.0,4
19236,1,4,4,1.75,7.05,165,210,3,2,73.0,266.0,1.0,4
19237,1,7,7,1.8571428571428572,9.157142857142857,110,380,5,6,64.0,280.0,3.0,0
19238,1,5,5,1.8,6.88,110,175,4,7,53.0,247.0,3.0,2
19239,1,3,3,1.6666666666666667,6.6000000000000005,110,210,3,7,36.0,214.0,2.0,0
19240,1,4,4,2.0,9.25,170,175,3,7,69.0,332.0,3.0,0
19241,1,6,6,2.0,8.433333333333334,110,300,6,2,63.0,280.0,3.0,1
19242,1,3,3,2.0,9.466666666666667,134,300,3,3,7.0,34.0,2.0,4
19243,1,2,2,1.5,6.0,165,210,2,4,248.0,298.0,3.0,2
19244,1,2,2,2.0,10.100000000000001,170,330,2,7,9.0,130.0,1.0,3
19245,1,2,2,2.0,11.0,300,380,2,1,258.0,290.0,1.0,4
19246,1,2,2,2.0,10.0,175,270,2,1,116.0,178.0,3.0,1
19247,1,3,3,2.0,9.733333333333334,110,175,2,1,132.0,259.0,3.0,1
19248,1,4,4,1.75,7.15,134,175,3,1,57.0,318.0,3.0,1
19249,1,2,2,2.0,7.5,110,134,2,5,95.0,245.0,2.0,2
19250,1,3,3,1.3333333333333333,6.966666666666666,110,330,3,1,208.0,297.0,3.0,1
19251,1,1,1,2.0,9.2,150,150,1,7,60.0,60.0,3.0,2
19252,1,4,4,1.5,7.375,150,330,4,4,133.0,318.0,3.0,0
19253,1,5,3,2.0,6.840000000000001,175,210,2,7,180.0,326.0,1.0,3
19254,1,3,3,1.6666666666666667,7.833333333333333,175,380,3,1,126.0,308.0,3.0,1
19255,1,2,3,1.6666666666666667,7.3999999999999995,134,300,3,2,7.0,166.0,3.0,1
19256,1,1,1,2.0,7.4,134,134,1,5,65.0,65.0,1.0,3
19257,1,1,1,2.0,9.2,150,150,1,1,358.0,358.0,3.0,1
19258,1,3,3,2.0,11.0,150,380,2,7,23.0,305.0,1.0,3
19259,1,3,3,1.6666666666666667,6.866666666666667,150,210,3,7,18.0,271.0,3.0,0
19260,1,3,3,1.6666666666666667,8.133333333333333,170,270,3,7,11.0,324.0,2.0,0
19261,1,7,7,1.7142857142857142,7.9142857142857155,110,330,5,4,71.0,358.0,3.0,0
19262,1,4,4,2.0,7.2,150,210,3,7,15.0,216.0,2.0,0
19263,1,4,4,1.25,5.725,134,380,4,1,39.0,199.0,2.0,4
19264,1,5,5,2.0,9.48,110,380,4,5,80.0,304.0,1.0,3
19265,1,5,4,2.0,9.08,134,300,4,5,100.0,249.0,3.0,0
19266,1,1,1,2.0,8.8,175,175,1,5,64.0,64.0,2.0,2
19267,1,2,2,2.0,8.8,150,165,2,7,51.0,225.0,2.0,2
19268,1,3,3,1.6666666666666667,7.133333333333333,110,150,2,7,179.0,326.0,3.0,2
19269,1,4,4,2.0,8.5,110,330,3,5,6.0,362.0,1.0,3
19270,1,3,3,2.0,8.799999999999999,134,300,3,2,252.0,313.0,2.0,4
19271,1,1,1,1.0,3.9,150,150,1,4,52.0,52.0,1.0,3
19272,1,5,6,1.6666666666666667,7.833333333333333,110,330,6,4,1.0,331.0,2.0,0
19273,1,7,7,1.8571428571428572,8.514285714285714,110,300,6,5,21.0,327.0,1.0,3
19274,1,3,3,1.6666666666666667,7.433333333333334,134,175,3,1,69.0,355.0,3.0,1
19275,1,2,2,1.5,5.65,110,134,2,4,118.0,309.0,3.0,2
19276,1,1,1,2.0,7.4,134,134,1,1,167.0,167.0,3.0,1
19277,1,4,4,1.5,7.7,150,380,2,5,3.0,247.0,3.0,0
19278,1,4,4,2.0,8.4,134,175,4,5,126.0,252.0,3.0,2
19279,1,4,4,1.75,8.45,150,300,3,7,55.0,354.0,3.0,0
19280,1,4,4,1.5,7.0,110,270,4,4,99.0,337.0,3.0,0
19281,1,4,3,2.0,8.65,135,250,2,7,76.0,345.0,3.0,0
19282,1,5,4,1.6,6.0,170,210,4,7,17.0,240.0,3.0,0
19283,1,5,5,1.8,8.24,110,330,5,4,31.0,189.0,3.0,0
19284,1,4,4,1.5,7.225,134,380,3,5,84.0,268.0,2.0,0
19285,1,6,6,1.8333333333333333,8.083333333333334,134,300,5,7,83.0,272.0,2.0,0
19286,1,5,5,2.0,7.6,110,175,4,1,73.0,274.0,3.0,1
19288,1,4,4,1.75,7.125,170,250,3,7,103.0,279.0,3.0,0
19289,1,5,5,1.6,6.540000000000001,110,175,4,7,76.0,320.0,1.0,3
19290,1,3,3,1.6666666666666667,8.366666666666665,270,330,3,4,251.0,347.0,3.0,1
19291,1,3,3,1.3333333333333333,5.366666666666667,110,270,3,1,24.0,363.0,3.0,1
19292,1,5,5,2.0,8.98,110,300,5,5,47.0,289.0,2.0,0
19293,1,7,8,1.75,7.125,134,330,7,2,22.0,339.0,2.0,4
19294,1,2,2,2.0,7.300000000000001,134,210,2,7,10.0,88.0,2.0,2
19295,1,2,2,2.0,9.2,110,175,2,5,198.0,325.0,3.0,2
19296,1,2,2,2.0,8.7,175,175,2,7,134.0,352.0,3.0,2
19298,1,4,4,1.5,6.425,170,330,2,7,94.0,272.0,2.0,0
19299,1,3,3,1.6666666666666667,7.833333333333333,175,380,3,7,81.0,290.0,1.0,3
19300,1,5,5,1.6,7.4,170,330,3,2,18.0,271.0,1.0,4
19301,1,2,2,2.0,8.2,110,170,2,1,40.0,99.0,3.0,1
19302,1,5,5,1.8,7.840000000000001,134,380,4,6,95.0,332.0,3.0,0
19303,1,2,2,1.5,7.6000000000000005,170,175,2,2,26.0,56.0,1.0,4
19304,1,2,2,2.0,10.100000000000001,135,380,2,7,163.0,303.0,2.0,0
19305,1,6,6,1.8333333333333333,7.383333333333333,110,210,4,5,148.0,329.0,2.0,0
19306,1,3,3,1.6666666666666667,7.033333333333334,134,175,3,1,288.0,360.0,3.0,1
19307,1,6,5,2.0,8.9,134,380,4,2,81.0,223.0,2.0,4
19308,1,3,3,1.6666666666666667,7.6000000000000005,110,300,3,1,177.0,263.0,3.0,1
19309,1,1,1,1.0,3.7,134,134,1,1,92.0,92.0,3.0,1
19310,1,4,4,2.0,8.85,110,300,4,5,28.0,214.0,3.0,0
19312,1,2,2,1.0,4.15,134,150,2,1,78.0,132.0,3.0,1
19313,1,2,2,1.5,5.9,110,165,2,3,79.0,307.0,2.0,4
19314,1,4,4,1.75,8.175,170,380,3,5,160.0,333.0,3.0,0
19315,1,4,4,1.5,6.625,134,330,4,1,47.0,360.0,2.0,4
19316,1,1,1,2.0,10.8,175,175,1,7,364.0,364.0,2.0,2
19317,1,4,4,1.25,4.575,110,175,3,2,115.0,315.0,3.0,1
19318,1,2,2,2.0,7.0,134,175,2,5,42.0,334.0,1.0,3
19319,1,3,3,1.6666666666666667,7.466666666666668,134,175,2,7,4.0,324.0,3.0,0
19320,1,2,2,1.0,5.0,150,175,1,1,176.0,352.0,3.0,1
19321,1,1,1,2.0,7.8,150,150,1,6,119.0,119.0,2.0,2
19322,1,5,5,1.8,8.42,134,175,3,2,35.0,345.0,3.0,1
19323,1,7,7,1.5714285714285714,6.971428571428572,134,175,5,6,181.0,361.0,1.0,3
19324,1,1,1,2.0,11.4,330,330,1,4,191.0,191.0,3.0,2
19325,1,2,2,1.5,6.0,135,210,2,1,21.0,183.0,1.0,4
19326,1,4,4,1.75,7.65,175,330,4,2,36.0,255.0,2.0,4
19327,1,1,1,2.0,9.2,150,150,1,3,128.0,128.0,2.0,4
19328,1,5,5,2.0,10.28,150,330,3,2,94.0,276.0,1.0,4
19329,1,2,2,1.5,7.6000000000000005,170,175,2,2,215.0,283.0,2.0,4
19330,1,3,3,2.0,9.933333333333334,110,330,3,2,117.0,327.0,3.0,1
19331,1,1,1,2.0,8.4,165,165,1,1,78.0,78.0,3.0,1
19332,1,4,4,1.5,6.225,110,170,4,1,142.0,362.0,2.0,4
19333,1,2,2,1.5,6.1,110,135,2,7,6.0,9.0,2.0,2
19334,1,6,6,1.8333333333333333,8.700000000000001,110,175,4,7,10.0,321.0,3.0,0
19335,1,1,1,2.0,10.8,175,175,1,1,175.0,175.0,2.0,4
19336,1,3,3,1.3333333333333333,5.5,134,175,2,4,32.0,341.0,3.0,0
19337,1,3,3,1.6666666666666667,7.333333333333333,110,175,3,1,74.0,234.0,3.0,1
19338,1,2,2,2.0,9.0,150,175,2,5,152.0,182.0,3.0,2
19339,1,3,3,1.6666666666666667,7.933333333333334,110,175,2,5,106.0,249.0,2.0,2
19340,1,3,3,2.0,9.666666666666666,134,175,2,2,107.0,184.0,1.0,4
19341,1,1,1,2.0,7.2,210,210,1,7,172.0,172.0,1.0,3
19342,1,3,3,2.0,8.333333333333334,134,270,3,6,18.0,346.0,2.0,0
19343,1,4,4,1.75,8.425,134,380,3,4,29.0,305.0,3.0,0
19344,1,4,2,1.25,6.2,175,250,2,2,9.0,362.0,1.0,4
19345,1,3,3,1.6666666666666667,6.766666666666667,110,175,3,2,52.0,213.0,3.0,1
19346,1,8,7,2.0,8.625,110,300,6,6,60.0,310.0,2.0,0
19347,1,4,4,1.75,8.025,150,330,4,5,217.0,349.0,2.0,0
19348,1,4,4,1.5,6.05,110,170,4,5,135.0,361.0,1.0,3
19349,1,2,2,1.5,8.55,330,330,2,7,269.0,298.0,1.0,3
19350,1,1,1,2.0,7.4,134,134,1,5,317.0,317.0,1.0,3
20000,1,1,1,1.0,3.8,110,110,1,1,99.0,99.0,3.0,1
20001,1,1,1,1.0,3.8,110,110,1,1,171.0,171.0,3.0,1
20004,1,1,1,1.0,3.7,134,134,1,7,2.0,2.0,1.0,3
20006,1,1,1,1.0,2.7,150,150,1,5,11.0,11.0,2.0,2
20008,1,1,1,1.0,3.8,110,110,1,2,252.0,252.0,1.0,4
20011,1,2,2,1.0,3.0500000000000003,90,170,2,1,136.0,327.0,3.0,1
20012,1,1,1,2.0,6.2,180,180,1,1,19.0,19.0,3.0,1
20013,1,1,1,1.0,4.6,150,150,1,7,112.0,112.0,2.0,2
20014,1,2,2,1.5,4.550000000000001,134,150,2,1,167.0,282.0,2.0,4
20015,1,2,2,1.0,2.6500000000000004,150,300,2,5,47.0,278.0,2.0,0
20016,1,1,1,1.0,3.0,175,175,1,5,198.0,198.0,3.0,2
20017,1,1,1,1.0,2.1,175,175,1,2,152.0,152.0,3.0,1
20018,1,3,3,1.3333333333333333,6.266666666666667,175,330,3,1,98.0,113.0,3.0,1
20019,1,1,1,1.0,3.8,110,110,1,7,82.0,82.0,2.0,2
20021,1,1,1,1.0,3.3,190,190,1,5,10.0,10.0,3.0,2
20023,1,1,1,1.0,5.9,380,380,1,4,79.0,79.0,3.0,2
20025,1,2,2,1.0,3.8,150,175,2,4,314.0,319.0,3.0,2
20026,1,1,1,1.0,5.7,330,330,1,1,281.0,281.0,3.0,1
20028,1,3,3,1.3333333333333333,2.966666666666667,160,175,3,1,231.0,339.0,2.0,4
20029,1,1,1,2.0,6.0,175,175,1,7,87.0,87.0,3.0,2
20030,1,1,1,2.0,8.8,175,175,1,7,364.0,364.0,1.0,3
20031,1,2,2,1.5,5.3,150,175,2,1,206.0,361.0,1.0,4
20032,1,1,1,1.0,3.7,134,134,1,1,322.0,322.0,1.0,4
20034,1,1,1,2.0,10.8,175,175,1,1,273.0,273.0,3.0,1
20035,1,3,3,1.3333333333333333,3.9,110,200,3,6,126.0,337.0,1.0,3
20037,1,1,1,1.0,1.5,300,300,1,7,4.0,4.0,2.0,2
20038,1,1,1,1.0,5.1,300,300,1,3,153.0,153.0,2.0,4
20040,1,1,1,1.0,4.6,150,150,1,3,259.0,259.0,1.0,4
20042,1,1,1,1.0,3.8,110,110,1,1,221.0,221.0,3.0,1
20043,1,2,2,1.0,2.7,150,165,2,5,254.0,308.0,1.0,3
20045,1,3,3,1.0,3.266666666666667,150,330,3,1,125.0,244.0,1.0,4
20046,1,1,1,1.0,3.3,175,175,1,2,141.0,141.0,2.0,4
20047,1,1,1,2.0,3.0,300,300,1,7,226.0,226.0,1.0,3
20048,1,3,3,1.0,3.3333333333333335,150,300,3,1,177.0,246.0,1.0,4
20050,1,1,1,2.0,6.0,165,165,1,2,181.0,181.0,3.0,1
20051,1,1,1,2.0,5.4,150,150,1,1,19.0,19.0,1.0,4
20053,1,1,1,2.0,3.4,90,90,1,1,45.0,45.0,1.0,4
20054,1,2,2,2.0,7.2,165,175,2,2,286.0,359.0,2.0,4
20055,1,3,3,1.3333333333333333,4.866666666666666,165,330,3,1,72.0,353.0,1.0,4
20056,1,3,2,1.0,3.0,165,175,2,4,24.0,163.0,2.0,2
20057,1,1,1,1.0,4.3,250,250,1,4,243.0,243.0,3.0,2
20058,1,1,1,1.0,3.8,110,110,1,7,223.0,223.0,1.0,3
20060,1,4,4,1.25,4.5,134,165,3,4,84.0,294.0,3.0,1
